ID_CLIENT;AGE;BUDGET_MAX;MOTO_ACTUELLE;STYLE_DESIRE;DOULEUR_CLIENT;MOTS_CLES_IA
C-07783;53;6 700 €;Kawasaki Z900;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-07784;31;7 000 €;Kawasaki Z900;Sportive Vintage;Je déteste le phare avant insecte.;DESIR_90S
C-07785;37;6 300 €;Honda Hornet;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07786;30;10 600 €;Kawasaki Z900;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-07787;31;9 400 €;Honda CB500F;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-07788;22;8 600 €;Yamaha MT-07;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-07789;39;7 100 €;Honda Hornet;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-07790;30;6 000 €;BMW NineT;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-07791;37;10 000 €;Kawasaki Z650;Café Racer Sportif;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-07792;46;10 000 €;Yamaha MT-07;Sportive Vintage;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07793;43;10 600 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07794;47;8 100 €;Honda Hornet;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-07795;44;8 400 €;Kawasaki Z900;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-07796;51;6 500 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;DESIR_90S
C-07797;29;7 600 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-07798;24;6 400 €;Honda CB500F;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-07799;43;10 400 €;Honda CB500F;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-07800;35;10 400 €;Kawasaki Z650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-07801;49;10 000 €;Kawasaki Z650;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-07802;41;9 400 €;Honda CB500F;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07803;49;7 500 €;Honda CB500F;Café Racer Sportif;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-07804;23;8 900 €;Yamaha XSR 700;Scrambler 80s;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-07805;21;6 500 €;Yamaha XSR 700;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07806;50;7 700 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-07807;39;6 000 €;Kawasaki Z650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-07808;37;8 900 €;Kawasaki Z900;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-07809;28;9 900 €;Honda Hornet;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-07810;34;10 400 €;Kawasaki Z900;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07811;38;7 000 €;Yamaha MT-07;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-07812;23;6 600 €;Honda Hornet;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-07813;38;6 500 €;Kawasaki Z900;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-07814;26;8 500 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-07815;53;7 200 €;Suzuki SV 650;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-07816;47;7 600 €;Honda CB500F;Sportive Vintage;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07817;48;9 200 €;Kawasaki Z900;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07818;44;8 400 €;Yamaha MT-07;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-07819;52;9 400 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-07820;53;9 100 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;DESIR_90S
C-07821;23;8 200 €;Yamaha XSR 700;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-07822;31;6 900 €;Yamaha MT-07;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-07823;24;9 200 €;Yamaha XSR 700;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-07824;39;9 400 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-07825;46;9 700 €;Honda Hornet;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07826;45;8 100 €;BMW NineT;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-07827;42;6 900 €;Honda Hornet;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-07828;47;9 700 €;Honda Hornet;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-07829;43;8 500 €;BMW NineT;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07830;42;9 100 €;Kawasaki Z900;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-07831;54;6 500 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-07832;27;8 200 €;Yamaha MT-07;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-07833;28;9 200 €;Kawasaki Z900;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-07834;23;6 400 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-07835;38;9 300 €;Honda Hornet;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07836;33;10 800 €;Honda Hornet;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07837;25;10 600 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-07838;35;9 400 €;Suzuki SV 650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-07839;35;8 200 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-07840;53;6 100 €;Honda Hornet;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-07841;36;9 700 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07842;43;8 500 €;Yamaha MT-07;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-07843;44;6 000 €;Kawasaki Z650;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-07844;25;10 800 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-07845;23;7 000 €;Suzuki SV 650;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-07846;33;9 600 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;NOSTALGIE
C-07847;25;6 600 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-07848;45;10 300 €;Yamaha MT-07;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-07849;43;10 400 €;Yamaha MT-07;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-07850;47;7 000 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-07851;54;6 400 €;Kawasaki Z650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-07852;40;10 000 €;Suzuki SV 650;Replica Bol d'Or;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-07853;55;7 700 €;Honda CB500F;Replica Bol d'Or;Je déteste le phare avant insecte.;DESIR_90S
C-07854;49;7 400 €;Kawasaki Z900;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-07855;38;9 700 €;Yamaha MT-07;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07856;55;10 500 €;Honda CB500F;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-07857;43;9 800 €;Kawasaki Z650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-07858;45;8 200 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-07859;49;6 500 €;Suzuki SV 650;Café Racer Sportif;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-07860;38;6 400 €;Honda CB500F;Café Racer Sportif;Les motos neuves manquent d'âme.;REJET_MANGA
C-07861;24;9 000 €;Honda Hornet;Sportive Vintage;Les motos neuves manquent d'âme.;DESIR_90S
C-07862;38;8 300 €;Kawasaki Z650;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-07863;31;8 300 €;Yamaha XSR 700;Replica Bol d'Or;Les motos neuves manquent d'âme.;REJET_MANGA
C-07864;50;7 900 €;Honda Hornet;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07865;28;7 000 €;Kawasaki Z900;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-07866;44;10 100 €;Yamaha XSR 700;Scrambler 80s;Je déteste le phare avant insecte.;NOSTALGIE
C-07867;46;10 300 €;Kawasaki Z650;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07868;20;10 500 €;Suzuki SV 650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-07869;49;10 400 €;Honda Hornet;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-07870;35;10 500 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-07871;33;8 600 €;Honda Hornet;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-07872;52;7 400 €;Suzuki SV 650;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-07873;44;8 600 €;Kawasaki Z900;Néo-Rétro 90s;Je déteste le phare avant insecte.;DESIR_90S
C-07874;53;6 700 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-07875;34;6 900 €;Honda CB500F;Sportive Vintage;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-07876;29;9 900 €;Honda CB500F;Café Racer Sportif;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-07877;41;9 100 €;Honda CB500F;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-07878;32;10 300 €;Kawasaki Z900;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-07879;31;6 400 €;Kawasaki Z900;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-07880;55;10 900 €;BMW NineT;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-07881;26;6 300 €;Honda CB500F;Néo-Rétro 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-07882;27;9 500 €;Honda CB500F;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-07883;43;11 000 €;Kawasaki Z650;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-07884;39;9 000 €;Kawasaki Z900;Scrambler 80s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-07885;45;6 500 €;Yamaha XSR 700;Cyber-Punk 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-07886;38;8 200 €;Honda Hornet;Scrambler 80s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-07887;44;9 200 €;Kawasaki Z900;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-07888;22;9 400 €;Kawasaki Z900;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-07889;39;10 000 €;Kawasaki Z900;Café Racer Sportif;Je déteste le phare avant insecte.;NOSTALGIE
C-07890;32;6 500 €;Honda CB500F;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-07891;41;6 200 €;Yamaha MT-07;Scrambler 80s;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-07892;23;8 300 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-07893;22;9 900 €;Yamaha MT-07;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-07894;55;9 800 €;Yamaha XSR 700;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-07895;53;8 800 €;BMW NineT;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-07896;51;8 100 €;BMW NineT;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-07897;35;7 600 €;Kawasaki Z650;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-07898;38;6 400 €;BMW NineT;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07899;54;10 900 €;Honda CB500F;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-07900;46;10 500 €;Suzuki SV 650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-07901;48;10 700 €;BMW NineT;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-07902;34;10 800 €;Honda Hornet;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-07903;42;7 600 €;Honda Hornet;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-07904;21;10 100 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-07905;43;10 000 €;Kawasaki Z900;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-07906;33;8 900 €;Suzuki SV 650;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-07907;24;6 300 €;Honda CB500F;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-07908;49;10 500 €;Honda Hornet;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-07909;33;6 100 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-07910;27;6 800 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-07911;25;9 200 €;Suzuki SV 650;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-07912;54;10 300 €;Suzuki SV 650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-07913;53;9 100 €;Kawasaki Z900;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-07914;39;6 700 €;Yamaha XSR 700;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-07915;37;10 000 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07916;37;8 600 €;BMW NineT;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-07917;42;7 100 €;Honda Hornet;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07918;35;6 900 €;Kawasaki Z900;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-07919;45;9 100 €;BMW NineT;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-07920;47;9 500 €;BMW NineT;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-07921;54;9 300 €;BMW NineT;Café Racer Sportif;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-07922;33;11 000 €;Yamaha XSR 700;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-07923;33;8 500 €;Honda CB500F;Néo-Rétro 90s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-07924;30;7 300 €;Yamaha XSR 700;Café Racer Sportif;Trop de plastique, pas assez de carénage.;DESIR_90S
C-07925;52;8 200 €;BMW NineT;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07926;39;10 900 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-07927;37;8 900 €;Kawasaki Z650;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-07928;47;8 500 €;Yamaha XSR 700;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-07929;39;9 700 €;Honda Hornet;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-07930;24;10 800 €;Honda Hornet;Replica Bol d'Or;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07931;41;9 800 €;BMW NineT;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-07932;24;6 000 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-07933;55;9 600 €;Yamaha XSR 700;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-07934;51;8 500 €;BMW NineT;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-07935;44;8 500 €;Yamaha MT-07;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07936;40;9 500 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-07937;48;8 600 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-07938;29;7 500 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07939;30;7 300 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-07940;36;9 500 €;Suzuki SV 650;Café Racer Sportif;Je déteste le phare avant insecte.;NOSTALGIE
C-07941;46;9 100 €;Kawasaki Z650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-07942;28;8 600 €;Kawasaki Z900;Replica Bol d'Or;Les motos neuves manquent d'âme.;LOOK_CARRE
C-07943;35;6 100 €;Yamaha XSR 700;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07944;24;10 300 €;Honda Hornet;Sportive Vintage;Je déteste le phare avant insecte.;DESIR_90S
C-07945;38;8 100 €;Kawasaki Z900;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-07946;23;10 000 €;Honda CB500F;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07947;33;7 700 €;Yamaha MT-07;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07948;39;10 100 €;Kawasaki Z900;Sportive Vintage;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-07949;50;10 400 €;Kawasaki Z650;Sportive Vintage;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-07950;41;7 900 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-07951;29;9 900 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-07952;52;8 800 €;Kawasaki Z900;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-07953;40;6 200 €;Kawasaki Z900;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-07954;27;9 200 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-07955;51;7 100 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-07956;51;7 500 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-07957;37;7 400 €;Suzuki SV 650;Sportive Vintage;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-07958;51;10 100 €;Kawasaki Z900;Sportive Vintage;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-07959;40;8 300 €;Yamaha MT-07;Replica Bol d'Or;Je déteste le phare avant insecte.;LOOK_CARRE
C-07960;43;9 500 €;Yamaha XSR 700;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-07961;26;10 400 €;BMW NineT;Néo-Rétro 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-07962;36;9 900 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-07963;37;10 600 €;Yamaha XSR 700;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07964;34;10 400 €;Yamaha XSR 700;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07965;33;9 600 €;Kawasaki Z900;Café Racer Sportif;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-07966;46;8 700 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;DESIR_90S
C-07967;51;10 500 €;Suzuki SV 650;Cyber-Punk 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-07968;45;8 900 €;Yamaha XSR 700;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-07969;42;9 100 €;BMW NineT;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-07970;49;7 900 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-07971;51;8 800 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-07972;36;8 600 €;Honda CB500F;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-07973;45;8 400 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07974;32;9 500 €;Kawasaki Z650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-07975;31;9 600 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-07976;23;10 400 €;Honda CB500F;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-07977;42;7 500 €;Yamaha MT-07;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-07978;38;9 000 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-07979;21;10 700 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-07980;30;6 300 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-07981;53;7 900 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-07982;39;8 900 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-07983;42;7 900 €;Suzuki SV 650;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-07984;43;6 600 €;Honda Hornet;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-07985;39;6 400 €;BMW NineT;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-07986;32;6 000 €;Yamaha MT-07;Scrambler 80s;Les motos neuves manquent d'âme.;REJET_MANGA
C-07987;39;10 000 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-07988;36;9 500 €;Yamaha XSR 700;Cyber-Punk 90s;Je déteste le phare avant insecte.;DESIR_90S
C-07989;20;10 000 €;Kawasaki Z650;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-07990;40;10 200 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;LOOK_CARRE
C-07991;51;10 200 €;Yamaha MT-07;Cyber-Punk 90s;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-07992;41;8 100 €;Honda Hornet;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-07993;35;6 800 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-07994;20;7 700 €;Yamaha MT-07;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-07995;46;6 800 €;Kawasaki Z900;Cyber-Punk 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-07996;34;7 300 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-07997;20;6 300 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-07998;54;9 500 €;Honda Hornet;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-07999;37;8 800 €;Honda Hornet;Café Racer Sportif;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-08000;45;10 400 €;BMW NineT;Café Racer Sportif;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-08001;24;10 800 €;BMW NineT;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
